"","n","age","income","yrs_school","gender_f","home_own","risk6"
"16423",19930,48,2564,2.8,1,1,737
"15233",18660,55,1034,0.9,1,1,764
"31309",41690,37,1028,2.6,0,1,810
"50835",65548,34,777,1,0,1,675
"36348",49549,43,528,1.9,1,0,794
"18221",22483,28,517,2.4,1,0,584
"27985",36146,42,271,2.1,1,1,753
"5812",6352,44,526,1.3,1,0,762
"26011",33124,44,522,2.7,1,0,614
"20928",27258,161,266,1.8,0,0,794
"18702",23016,51,3,0.1,1,0,689
"20528",26799,29,1036,1,0,1,621
"14510",17906,41,524,1,0,1,734
"10968",14251,39,1802,1.1,0,0,634
"1795",1909,30,265,1.1,0,0,806
"23563",30432,31,1033,1.5,0,0,698
"49029",63435,46,1286,2,0,1,697
"28519",36720,49,773,0.2,1,1,587
"32737",43343,51,1541,1.7,1,0,745
"5495",6001,42,1293,1.7,0,1,692
"6861",9765,54,775,1.4,0,0,787
"41243",54780,54,775,1.9,0,1,666
"25694",32764,50,779,1.6,0,0,711
"22905",29731,51,1039,1.7,0,0,565
"38970",52336,52,262,1.6,0,0,792
"4971",5441,31,779,1.9,0,0,583
"11714",15012,59,1798,2.7,0,0,788
"19312",24394,34,1300,1.6,0,0,709
"8196",11361,45,0,0,0,0,765
"53929",69164,58,3341,0.5,0,1,703
"3012",3190,62,531,2.4,0,1,668
"8407",11588,42,779,2.2,1,1,751
"30863",41183,40,3098,0.8,0,1,796
"47997",62307,54,1305,1,1,1,803
"25853",32941,55,518,1.4,1,0,689
"22698",29517,31,1807,1.9,1,1,791
"15052",18475,39,526,0.8,0,1,833
"1569",1674,28,1027,1.6,0,1,686
"50242",64898,50,3343,0,0,1,665
"12275",15595,38,1030,2.1,0,1,798
"33137",43781,29,258,1,0,1,750
"43007",56674,35,1035,1,0,1,787
"16915",20524,45,0,0,0,0,693
"52387",67419,34,516,0.6,0,1,691
"6547",8792,46,1036,1.1,0,1,708
"47460",61680,57,516,1.2,0,1,822
"25157",32145,43,0,0,0,0,776
"34279",45244,28,1289,2.3,0,1,700
"51539",66468,51,773,1.8,1,0,737
"2445",2594,45,1,0.7,0,0,678
"42200",55795,49,2573,1.8,0,0,715
"26298",33444,63,517,0.7,0,1,773
"25669",32730,48,782,1.5,1,0,777
"18821",23174,59,777,2.2,0,1,779
"36737",49964,40,776,0.8,1,0,734
"48976",63374,48,779,2.2,0,1,803
"43146",56844,57,515,0.4,0,0,638
"41633",55200,55,774,1.8,0,0,522
"18720",23039,41,1293,1.5,0,1,680
"35436",48149,53,774,1.1,1,1,687
"21611",28361,40,776,1.8,1,0,810
"2323",2466,31,267,0.4,0,0,773
"39229",52617,47,3084,1,0,1,703
"5471",5975,41,262,2.2,0,1,729
"42896",56545,53,2315,1.1,0,1,817
"12332",15654,29,2055,2.6,0,1,705
"5588",6101,47,1028,1.1,0,1,754
"47064",61223,50,513,1.6,1,0,655
"39099",52475,49,1544,1.7,0,0,646
"40449",53930,45,17,3.8,1,0,803
"4186",4591,36,768,2.6,1,1,776
"33700",44470,65,258,1.3,1,1,798
"54643",69962,46,1287,2.4,0,1,806
"24802",31761,52,1032,1.6,0,1,669
"20624",26903,36,1797,2.3,0,1,774
"51255",66028,60,1288,2.1,1,0,755
"43086",56774,51,520,1,0,0,729
"12949",16286,47,780,0.8,0,0,785
"29364",37618,44,1292,1.6,0,0,788
"39520",52942,48,2056,1.7,1,1,777
"53191",68338,59,2057,2.1,0,0,710
"352",385,41,264,0.2,0,1,646
"384",419,76,779,2.5,1,1,807
"51402",66225,33,1034,2.6,0,1,720
"24227",31132,57,782,2.3,0,0,806
"54136",69389,47,10,1,0,1,723
"40936",54452,45,1033,2,0,0,783
"32862",43484,38,518,0.9,0,0,795
"26362",33516,109,1803,1.2,0,0,797
"1195",1279,35,2572,1.2,0,1,728
"32594",43172,32,514,1.2,0,0,752
"22716",29535,56,1033,1.8,0,0,686
"42006",55591,59,1033,0.3,0,0,753
"39512",52934,53,1,0.2,0,1,786
"30095",39527,64,1029,1.8,0,0,752
"16746",20286,51,1031,2.2,1,1,606
"31024",41380,43,2052,2.5,0,0,687
"17875",22093,61,5,0.5,0,0,682
"40314",53784,41,0,0,1,1,771
"4598",5039,31,2820,1.9,0,0,786
"24199",31104,47,778,1.3,0,1,673
"2312",2454,57,1290,1.5,0,1,749
"21827",28590,51,1555,2.1,0,1,713
"33543",44262,49,778,1.7,1,1,808
"44022",57848,52,1543,1.2,1,0,617
"3286",3622,43,259,0.7,1,1,733
"38294",51616,55,795,1.2,0,1,789
"34082",45019,39,1293,2.1,0,1,784
"39266",52655,54,772,1.3,0,1,796
"45297",59188,39,0,0,1,0,662
"30625",40934,48,2309,2.9,0,0,810
"29530",37832,48,1549,0.4,0,0,769
"303",330,151,1291,2.9,0,0,623
"26717",33921,57,1293,1.6,0,1,794
"50588",65264,45,777,0.7,0,1,797
"32916",43544,61,265,1.2,0,0,687
"13667",17032,38,777,1.9,0,0,775
"20750",27037,41,2054,1.4,1,1,699
"20678",26960,28,774,0.6,0,0,715
"51192",65958,40,517,1.1,0,1,647
"31661",42079,48,0,0,1,0,713
"51018",65759,37,1038,0.9,1,0,779
"1007",1076,48,776,1.7,1,0,700
"15425",18863,63,2,1.9,0,1,806
"19425",24749,50,262,1.7,0,0,778
"4686",5135,52,13,1.9,0,1,731
"38099",51408,61,3075,2.1,1,0,682
"22029",28804,50,1028,0.9,1,0,661
"45455",59356,52,267,1.9,1,1,765
"14665",18068,54,776,2.3,1,0,803
"44211",58044,37,1288,1.9,1,1,809
"53696",68904,51,9,2.7,0,0,672
"24291",31201,56,9,1.3,0,1,710
"9027",12238,52,2581,2.7,0,0,748
"22840",29662,49,1031,2.2,0,1,606
"9369",12599,34,0,0,0,0,811
"16127",19603,38,3338,1,0,0,685
"51560",66491,74,1034,1,0,0,771
"25758",32834,52,1805,0.2,1,1,687
"39576",53000,54,2578,1.2,1,0,798
"48318",62658,44,1802,1.7,0,0,806
"36687",49912,65,1294,1.2,0,1,797
"54201",69463,56,775,1.7,0,1,702
"35222",47592,38,1549,4.6,1,1,802
"17999",22244,65,261,1.8,1,1,669
"36205",49396,35,778,1.5,1,0,584
"47827",62109,52,262,1.6,0,1,793
"40386",53861,49,1038,1.5,1,1,564
"37153",50403,33,1286,1.6,0,1,594
"41312",54853,54,517,3.1,1,1,705
"5403",5902,46,2067,0.2,0,1,644
"45152",59038,47,265,1.9,0,1,783
"9584",12822,59,1039,2.1,0,0,804
"31975",42448,33,1033,2.1,0,1,803
"32809",43426,40,3857,1.4,1,0,819
"24864",31824,63,1291,0.9,0,0,682
"4879",5344,46,263,1.6,0,1,636
"28736",36950,53,1287,2,0,0,751
"2481",2630,56,1028,1.5,1,1,615
"10573",13845,45,1542,1.5,0,1,582
"52966",68087,30,11,1.1,1,1,810
"49599",64067,45,2318,0,0,0,558
"18988",23502,62,2313,2.9,0,0,703
"43922",57733,37,7,0,0,0,739
"43105",56797,46,781,1.7,1,0,794
"16925",20546,65,1036,1.1,0,1,778
"50170",64821,43,2056,0,1,0,781
"17604",21613,63,6,0,0,1,805
"31163",41534,64,522,0.6,0,1,805
"50954",65688,51,1290,1.6,0,1,605
"10197",13457,55,262,1.1,0,0,750
"16058",19530,65,774,2.7,0,0,816
"13970",17345,33,772,3.4,0,0,774
"23626",30502,51,1286,1.9,1,0,681
"2918",3088,64,773,0.4,1,1,798
"37386",50647,52,2829,0.3,0,1,656
"35655",48409,52,12,1.1,0,1,693
"42580",56207,43,780,0.8,1,0,699
"21133",27610,33,1804,1.7,0,0,707
"12362",15684,36,1033,2.3,0,0,773
"30181",39756,50,1546,1.5,1,0,784
"13478",16835,44,262,2.2,0,0,759
"9066",12278,64,1294,1.7,0,1,803
"29660",38037,64,0,0,0,1,815
"16499",20013,60,1289,1,0,0,635
"10872",14150,33,1038,2.7,0,1,783
"10283",13545,47,1027,0.2,0,1,730
"49422",63868,129,1034,3.6,0,0,625
"29483",37758,36,530,1.3,0,1,718
"9492",12725,29,1293,1.7,0,1,665
"33817",44635,26,1031,1.9,0,1,551
"40510",53994,41,2056,2.4,0,0,617
"3659",4025,29,1288,1.9,0,0,736
"14571",17970,35,2059,1.9,0,0,767
"17563",21559,38,2058,0.3,0,0,647
"40002",53448,58,1295,1.7,0,0,659
"12558",15883,45,2055,1.9,1,0,752
"15922",19388,27,2578,2.8,0,0,787
"232",254,49,2832,0.9,1,0,774
"28795",37014,56,772,1.4,1,1,614
"12921",16256,58,523,3.4,0,1,794
"16471",19983,56,1804,1.2,0,1,650
"37946",51240,64,1031,2.9,0,1,768
"47917",62212,38,1030,2.5,1,1,807
"37971",51267,58,1810,1,0,1,797
"14643",18045,57,1285,1.1,0,0,802
"48399",62745,57,2836,1,0,1,784
"48947",63340,42,1545,2.3,1,0,799
"11480",14774,37,1027,1,0,0,788
"50103",64753,48,1294,1.7,1,1,768
"13121",16460,61,259,0.6,0,1,777
"31482",41883,29,1284,2.5,0,1,746
"54902",70247,40,1793,0.4,0,1,774
"10690",13965,33,773,1.6,0,1,648
"8391",11571,42,259,1.6,0,1,646
"51526",66455,51,780,2.7,0,1,727
"44199",58031,33,773,1.8,1,0,670
"676",728,53,260,2.2,1,1,681
"17717",21789,42,1285,1.6,0,0,732
"26313",33460,38,1038,2.2,1,1,764
"50440",65110,29,1286,1.3,0,1,702
"25934",33032,46,2567,2.5,0,1,700
"3220",3462,38,1288,2.4,0,0,735
"45792",59706,39,2057,1.6,1,1,758
"7117",10175,33,522,2.4,0,0,747
"42204",55799,58,519,1.3,0,1,630
"20719",27005,47,776,1.6,1,1,639
"19795",25886,27,2056,1.5,0,1,633
"1768",1882,29,5,0.6,1,0,613
"48790",63162,54,1548,2.7,1,0,771
"27331",34893,43,776,1.9,1,0,669
"4435",4858,48,6,1.8,0,1,785
"23219",30063,41,2314,2.1,0,0,656
"47214",61402,52,773,0.8,1,1,731
"13374",16726,56,516,1.5,1,0,788
"18469",22746,43,1037,2.3,1,0,685
"32482",43049,47,518,0.5,1,1,707
"14439",17828,38,10,1.3,1,0,749
"1611",1717,28,517,1.9,0,0,775
"43512",57273,33,776,1.1,1,0,774
"14335",17719,55,258,0.4,1,1,764
"1615",1721,31,2053,0.9,1,1,715
"34443",45457,43,786,2.5,0,0,746
"24899",31863,44,258,0.4,0,1,652
"9834",13082,25,4629,0.2,0,0,629
"36953",50192,39,776,0.6,0,1,720
"53306",68472,37,2328,1.7,1,1,796
"33881",44728,46,519,2,1,1,796
"11881",15183,50,264,1.7,1,1,804
"3280",3611,39,267,3.1,0,1,644
"6519",8682,34,3086,2.7,1,0,797
"25467",32501,65,2822,2.2,0,1,787
"46465",60442,43,263,2.3,0,1,696
"10581",13854,60,1289,0.5,0,1,789
"19859",26035,64,1286,2.9,0,0,775
"54106",69356,60,1035,1.9,0,1,765
"26446",33615,47,1298,2.6,0,0,774
"8170",11332,48,521,1.1,1,0,647
"46253",60214,48,5,2.1,1,0,761
"28709",36922,50,773,0.4,0,1,772
"29503",37790,50,1034,0.9,0,1,675
"28037",36203,40,0,0,0,1,520
"3311",3649,26,12,1.8,0,1,778
"52041",67024,31,1539,1.5,0,1,760
"43436",57188,42,521,3.1,0,0,763
"30615",40922,49,521,1.1,0,0,813
"1853",1970,30,3599,2.2,1,1,782
"49051",63460,58,1032,1.9,0,0,810
"49018",63423,49,1037,1.3,0,1,734
"11301",14591,58,1546,0.7,0,0,752
"51330",66121,44,0,0,0,1,770
"38872",52233,60,1551,1.1,0,1,838
"8429",11611,231,1030,0,1,0,694
"47098",61268,53,517,0.6,0,1,688
"1205",1289,39,531,3.6,1,1,803
"39350",52756,50,780,3,0,1,750
"46481",60461,36,1031,1.8,0,1,719
"18584",22875,37,1033,3.2,0,1,750
"44209",58041,38,517,3,0,1,766
"7125",10183,46,2566,0.8,0,1,686
"6778",9516,48,771,0.8,0,1,692
"42060",55648,140,520,2,0,0,631
"20077",26291,43,1294,1.5,1,0,764
"41571",55132,58,526,1.4,1,1,596
"3375",3716,38,1041,1.3,1,1,725
"1452",1553,54,516,1.4,1,0,813
"21597",28347,58,12,2.4,0,0,778
"12109",15425,47,1804,1.1,0,0,786
"42602",56230,46,1283,0.4,1,1,787
"30638",40949,48,777,0.2,1,1,767
"16124",19600,49,520,0,0,0,687
"42989",56652,48,774,0.9,1,1,788
"51327",66118,45,1032,1.7,0,1,657
"19021",23583,42,1283,2.7,0,1,660
"50091",64741,36,1284,1.7,0,0,716
"15518",18961,35,1032,0.7,1,1,761
"22368",29166,48,524,1.6,1,1,783
"8275",11446,56,527,0.9,0,1,701
"1312",1405,29,518,1.4,0,1,684
"16991",20731,57,1795,3,0,1,787
"20493",26760,56,1559,1.7,1,0,747
"2009",2130,27,781,1.7,0,1,770
"29795",38516,48,779,2,1,0,680
"3297",3634,53,1284,1.2,0,1,792
"33084",43722,53,773,1.4,0,1,815
"11184",14473,56,770,0.7,0,1,778
"7256",10323,38,1043,1.8,0,0,746
"35828",48607,36,1029,1.5,0,0,747
"27726",35865,29,1287,1.1,0,0,800
"15646",19102,51,1284,1.1,1,0,796
"40821",54326,62,0,1.1,0,1,683
"12495",15819,64,772,1.6,0,1,822
"44131",57961,62,519,1.6,1,0,752
"21390",28129,52,1285,3.4,0,1,631
"328",360,153,2579,0.5,1,1,816
"41909",55490,62,1799,1.7,1,0,574
"53779",68997,65,517,1.1,0,1,780
"43595",57367,50,1026,1.2,0,1,741
"38576",51914,41,772,1.2,0,1,708
"34730",46326,35,1032,2.7,0,1,780
"45899",59821,50,519,2.3,0,0,733
"15162",18588,44,263,0.3,1,1,766
"5201",5684,48,1297,1.4,0,1,738
"36427",49635,40,0,0,0,0,766
"13866",17236,63,785,2.6,1,1,779
"47115",61287,48,1541,1.9,0,1,817
"4808",5266,34,1033,1.4,1,0,787
"10270",13532,51,7,3.2,1,1,820
"4819",5278,41,1026,2,1,0,795
"24009",30905,54,1286,1.1,0,0,708
"30546",40852,48,3082,1.7,1,1,803
"54131",69384,59,2826,2.2,0,0,997
"47969",62272,44,1035,1.7,0,1,796
"4353",4769,36,1545,1.5,0,0,544
"15606",19056,35,266,2.4,0,1,570
"27764",35905,42,524,1.5,1,0,738
"46903",61036,34,1036,2.5,1,0,795
"17266",21183,43,0,0,0,0,634
"43657",57435,31,773,1.5,1,0,690
"37565",50842,55,1283,2.1,0,1,765
"26897",34129,61,517,2.2,0,1,838
"30947",41287,52,2316,1.6,1,0,770
"16263",19745,62,1029,1.7,0,1,837
"30641",40952,44,5,2.1,1,0,616
"528",574,43,779,2.8,1,1,686
"24815",31774,51,0,0,0,0,645
"9170",12387,37,515,0.8,0,1,744
"52204",67213,46,1798,2.6,0,0,737
"46704",60818,56,2825,1,1,0,802
"665",717,40,1286,2.7,0,0,774
"30958",41301,32,785,1,0,1,743
"35842",48626,32,1544,1.7,0,1,749
"40075",53525,61,3085,0.8,0,0,817
"20529",26801,29,512,0.8,0,0,796
"43218",56934,48,525,1.3,1,0,820
"30570",40876,44,4623,0.8,1,1,719
"44358",58199,56,773,1.8,1,0,810
"796",853,82,3345,0.9,1,1,802
"55042",70396,62,20,0,0,0,680
"28562",36764,24,2056,1.3,0,0,584
"22288",29082,48,522,1.5,0,1,800
"25111",32091,49,260,0.7,0,0,676
"32587",43165,41,6,1.1,1,0,812
"49310",63750,88,2053,2,0,0,716
"25681",32747,35,2309,2,0,1,764
"48854",63234,38,261,2.5,0,1,694
"34976",46979,34,522,1.6,0,0,700
"44409",58255,116,515,1.7,0,1,771
"52443",67482,60,773,1.6,0,0,807
"16044",19515,57,19,0,1,0,687
"3812",4192,62,516,2.7,1,0,705
"3642",4006,25,7,0.7,0,0,765
"38141",51454,60,1295,1.2,0,1,704
"22356",29154,49,776,1.7,0,0,740
"50840",65553,40,264,1.5,0,1,689
"16687",20218,41,1033,1.2,0,0,801
"29618",37952,42,8,1.1,0,1,777
"39844",53279,64,11,2.3,1,0,767
"13083",16421,59,525,1.1,0,1,651
"22309",29103,52,2312,2.8,0,0,767
"6515",8655,34,2317,3.1,1,0,729
"3111",3296,41,9,0.4,0,0,770
"54879",70219,49,0,0,0,0,709
"38672",52019,54,1539,0.4,0,0,643
"32508",43079,39,2082,0.9,0,1,764
"11105",14391,25,1028,1.1,1,0,780
"21046",27410,45,777,1.2,1,1,769
"20370",26624,103,261,1.2,0,0,655
"16719",20254,43,519,1.9,1,1,771
"54849",70186,64,2329,1.2,0,1,712
"41150",54680,58,1035,1.6,0,1,809
"46472",60451,73,774,1.3,0,1,505
"17234",21147,45,1033,1.6,0,1,624
"19362",24539,49,782,1.2,0,1,768
"9311",12539,52,266,2.2,0,1,770
"43769",57568,32,6,1.8,0,0,684
"20681",26964,44,515,1,0,0,818
"30491",40767,39,0,0,0,0,710
"51640",66576,45,775,1.6,1,0,785
"34673",46159,35,20,0.9,0,0,791
"17713",21781,34,266,2.1,1,0,732
"15604",19054,49,771,0.4,0,0,784
"41218",54755,52,522,1.6,1,1,736
"41690",55260,37,4109,1.8,0,0,747
"21690",28444,135,1802,1.3,0,1,731
"41736",55309,63,5,3,1,1,803
"11748",15046,62,1287,2.9,1,0,749
"5093",5571,45,512,2.5,1,0,716
"36121",49267,37,777,1.9,1,0,740
"32897",43521,27,518,2.3,1,0,727
"6038",6875,52,524,2.3,0,0,614
"51406",66229,56,0,1.7,1,0,607
"10098",13354,54,2577,2.1,0,0,793
"49909",64416,32,773,1.9,1,0,557
"12809",16142,35,777,2.6,0,1,760
"10208",13468,53,1536,0.8,1,1,710
"27135",34403,58,525,1.6,0,1,738
"37018",50258,44,2054,2.1,0,1,678
"12634",15962,62,1025,0.8,0,1,793
"15273",18704,38,1292,2.3,1,1,702
"28523",36724,28,774,2,1,0,757
"20314",26562,65,1028,2.1,0,0,744
"34997",47032,37,2582,0.4,1,0,760
"29869",38800,35,265,0.6,1,0,531
"2045",2167,38,2822,2.7,0,0,692
"5091",5568,29,1800,2.7,1,1,748
"50034",64669,63,3601,2,1,1,805
"6416",8303,45,10,1.4,1,0,997
"9407",12638,29,1027,2.7,1,0,792
"37137",50385,47,2329,1.3,0,0,700
"53893",69124,58,1043,0.7,0,0,808
"25272",32277,53,777,0.7,1,0,656
"52359",67388,52,2061,1.1,1,0,784
"6827",9673,51,2312,1.6,0,0,767
"51080",65827,48,776,1.8,0,1,721
"19512",24978,29,32,2.4,0,0,672
"40774",54278,33,774,0.9,1,1,441
"10378",13644,49,262,1.4,1,1,767
"12226",15543,47,776,1.1,0,0,754
"33659",44418,34,778,1.5,0,1,733
"22110",28890,46,12,1.2,0,1,691
"26444",33612,34,1030,2.5,0,1,766
"48646",63004,61,2050,2.2,0,1,619
"38551",51889,31,776,2.1,0,1,708
"10044",13300,59,777,2.4,0,1,786
"45887",59809,54,777,1.9,1,0,674
"33516",44228,62,15,1.3,1,1,800
"10895",14174,57,529,1.4,1,0,813
"2954",3128,50,2314,1.2,0,1,713
"49042",63449,58,1290,2.3,1,1,787
"30692",41007,48,2823,2,0,0,685
"6453",8443,38,1033,2.2,0,1,794
"40432",53913,43,15,2,0,0,525
"30302",40129,53,260,1.2,1,0,754
"11646",14943,207,776,2.4,1,1,784
"52557",67614,40,1547,1.6,0,0,699
"17129",21028,45,518,0.5,0,1,768
"4748",5201,26,1540,0.2,0,0,773
"746",803,59,1036,2,0,0,768
"39914",53356,57,1813,1.4,0,0,780
"46605",60657,40,2823,0.6,1,1,812
"43190",56897,61,259,0.5,0,0,729
"17934",22172,43,1031,2.2,0,0,717
"11709",15007,48,4,0.5,1,1,654
"44972",58846,47,261,0.9,1,1,712
"35643",48393,63,522,0.7,0,0,692
"8345",11522,66,773,2.2,1,0,789
"10882",14160,47,518,1.3,1,1,806
"9353",12583,45,1290,1.8,1,0,749
"1879",1997,31,256,0.7,1,0,685
"29213",37453,34,775,1.8,0,1,727
"23110",29950,39,517,1.8,1,1,754
"47926",62223,35,775,1.5,1,1,681
"20930",27262,33,267,1.2,0,1,686
"38403",51731,53,1552,2,1,0,708
"53659",68863,47,2059,1.3,0,0,827
"47590",61835,43,774,1.5,1,0,515
"41429",54984,40,10,1,0,1,694
"27417",35147,58,779,1.7,0,0,795
"32826",43443,240,1026,0.6,1,0,726
"22566",29376,37,2313,2.1,0,0,751
"19560",25109,48,773,1.1,0,0,751
"37249",50506,63,1808,1.3,0,0,810
"6891",9836,36,9,1.6,0,0,812
"10981",14265,63,518,1.7,0,1,800
"7768",10895,52,1031,2,0,1,793
"51088",65836,28,782,1.7,0,0,723
"28031",36196,44,517,2.3,1,0,794
"30785",41103,38,1041,1.2,0,1,766
"49858",64358,52,525,0.7,0,0,786
"12004",15310,49,521,0.8,0,0,787
"974",1043,51,2,1.2,0,0,626
"52315",67337,184,1287,1.4,0,0,749
"6681",9221,38,1028,0.7,0,0,803
"34757",46393,40,0,0,0,1,813
"7763",10890,45,791,2.4,0,0,690
"36308",49507,62,779,1.1,0,0,803
"28951",37182,47,777,1.9,0,0,803
"30336",40234,62,1033,1.7,0,1,628
"18958",23447,57,518,1.5,0,0,801
"24651",31597,53,517,0.9,0,1,776
"27128",34396,50,519,1,1,0,747
"18470",22747,83,3082,1.3,0,0,748
"37794",51084,58,773,1.9,0,0,816
"23829",30715,57,1035,1,0,1,789
"26517",33693,45,265,0.8,1,0,717
"4298",4708,31,1547,1,0,0,657
"20357",26610,45,1285,2.2,0,1,639
"48125",62447,33,526,1.8,1,0,559
"38384",51712,64,260,1.2,0,0,723
"613",662,150,527,1,0,1,716
"30618",40925,47,1030,1.5,0,1,786
"30593",40899,62,10,2,1,0,787
"26365",33519,44,773,2.2,0,1,752
"42963",56619,58,1289,2.7,1,0,729
"36631",49852,40,523,1,0,0,698
"4834",5295,31,775,1.1,0,1,651
"39855",53292,55,515,0.7,0,0,690
"25436",32468,29,258,0.2,0,1,735
"8578",11771,59,789,2.4,0,0,785
"46727",60844,41,1031,2.3,1,1,795
"25431",32462,49,8,0.8,1,1,715
"24120",31021,49,1028,2.4,0,0,761
"14161",17543,62,777,1.8,0,0,718
"24827",31787,60,263,0.5,0,1,735
"37111",50356,37,1035,2,0,0,767
"53505",68698,50,1034,0.9,0,0,803
"24312",31223,62,9,1.2,1,0,785
"33698",44468,55,515,1.4,1,1,637
"26681",33879,50,2572,2.5,1,1,791
"47776",62048,56,1286,1.7,1,0,780
"45999",59928,48,517,0.9,0,0,732
"17201",21108,50,518,0.9,0,0,656
"13102",16441,46,1802,1.7,0,1,660
"17813",21968,37,523,2.1,0,0,721
"2413",2561,42,1296,1.3,0,0,655
"26636",33825,38,1298,1,0,0,819
"49011",63414,46,773,0.7,0,0,789
"13626",16989,49,1032,2.5,0,1,817
"21783",28541,51,522,2.8,0,1,626
"50451",65121,51,516,0.7,0,1,590
"24873",31833,33,1288,1.8,0,0,742
"6506",8631,37,275,0.9,0,0,746
"9758",13004,64,2052,1.7,0,0,802
"17518",21499,34,524,1.5,0,0,729
"45635",59543,44,2057,2.4,0,0,719
"40023",53471,52,773,1,1,1,489
"2881",3051,52,1546,1,1,1,822
"11206",14495,55,1290,1.5,1,0,792
"25630",32682,31,773,0.4,0,0,698
"43097",56788,40,1802,2,1,0,769
"5302",5791,44,782,1.2,0,1,717
"36833",50064,40,262,0.9,1,0,774
"18624",22926,34,1546,0.8,1,1,760
"55136",70500,58,527,1.4,0,1,792
"26040",33159,55,1547,1.2,1,0,800
"48083",62402,61,530,1.6,0,1,776
"28614",36822,40,516,1.8,0,0,741
"20082",26296,54,781,0.5,0,0,723
"41395",54943,49,2826,1.4,0,1,733
"47126",61301,59,775,1.8,1,0,753
"46201",60151,41,2057,0,1,1,785
"39312",52710,45,1029,2,0,0,658
"15527",18970,37,261,1.7,1,1,776
"6058",6941,58,1293,1.7,1,1,721
"43861",57667,48,517,1.1,0,0,572
"9061",12273,53,0,0,0,0,751
"6158",7357,33,519,1.7,0,0,682
"24070",30971,52,774,2.2,1,0,570
"25177",32169,53,0,2.3,0,0,685
"35189",47534,37,773,1.2,0,1,734
"4169",4572,41,773,1,1,0,728
"44319",58158,35,1039,1.3,0,0,696
"30788",41106,60,1801,0.9,0,1,791
"40753",54254,110,9,2.6,0,1,776
"12865",16199,36,1550,1.9,1,0,759
"51415",66243,41,1287,2.3,0,1,692
"5262",5747,38,1037,2.1,0,1,793
"12415",15739,47,1550,1.6,0,0,653
"28368",36562,38,4,1.7,1,1,728
"12312",15633,57,524,2.6,0,1,712
"3212",3450,30,1287,1.7,0,0,628
"17198",21105,60,4,1.4,0,1,773
"25370",32389,44,1031,1.7,1,0,804
"5097",5575,28,521,2.9,1,1,705
"29674",38086,31,266,0.9,0,0,712
"9336",12566,60,2,0.4,1,1,757
"1943",2063,32,2054,2.1,0,1,790
"15022",18445,44,774,1.2,0,0,689
"12520",15844,48,778,1.4,1,1,769
"20372",26627,36,1034,0.9,0,0,604
"43440",57192,37,514,0.2,0,1,773
"22605",29417,61,1543,0.8,1,0,724
"18608",22907,46,519,0.7,1,0,657
"8999",12209,46,1046,1.2,1,0,803
"4409",4828,26,774,1.5,0,0,767
"44695",58553,48,260,0.4,0,1,779
"41160",54691,49,1293,2.6,0,1,798
"43323",57060,53,1036,3.1,1,1,792
"32583",43161,36,773,1.5,0,0,740
"43824",57628,39,519,0.9,0,1,706
"2967",3143,55,773,0.6,0,1,806
"2143",2274,41,775,1.9,1,0,779
"27900",36055,31,2313,1.1,1,1,699
"9962",13212,63,1801,1.6,1,1,802
"47479",61705,57,1035,1.8,1,1,680
"21706",28461,51,782,1.6,1,0,523
"27737",35876,52,1543,3.1,1,0,817
"13831",17201,52,1292,1.2,1,0,789
"29255",37495,51,4873,1.6,0,0,681
"5468",5971,44,518,1.2,0,0,691
"2028",2150,28,1049,0.2,1,0,759
"7446",10535,58,522,1.7,0,1,692
"47283",61481,52,1030,1.7,0,0,825
"41700",55270,39,1287,1.8,0,0,661
"53068",68204,43,5,0.6,0,0,647
"11299",14589,44,515,2,0,1,805
"3536",3890,62,783,1.3,0,1,693
"47149",61328,54,1032,1.8,1,0,779
"9313",12541,38,1035,1,0,0,684
"2181",2316,31,775,1.4,0,1,755
"52007",66983,43,2051,1,0,1,799
"28447",36644,34,526,1.3,1,0,785
"52883",67994,37,1035,1.1,0,0,769
"21643",28396,30,1810,0.6,0,1,744
"42400",56013,46,773,1.3,1,0,695
"45531",59435,43,518,1.4,1,1,746
"6220",7574,38,1544,2.1,0,0,754
"15822",19285,48,0,0,1,0,697
"18657",22965,61,260,0.6,1,1,657
"26277",33422,49,1030,2.5,1,1,762
"5312",5801,48,1809,2.1,0,1,768
"48351",62695,63,1285,1.7,1,0,746
"11944",15248,46,1798,2.3,0,0,724
"40398",53877,43,1289,0.5,1,1,790
"3502",3852,53,3590,1.9,1,0,723
"11886",15188,48,517,3.4,0,0,812
"46824",60948,65,0,0,1,0,693
"34562",45822,39,1293,1.3,1,0,737
"8331",11508,38,774,2,1,1,773
"16161",19640,43,776,1.7,0,1,802
"10753",14029,58,1288,1.2,1,0,727
"44517",58369,56,1026,0.9,0,1,708
"37337",50596,52,1028,2.3,1,1,804
"22396",29196,48,522,2.7,1,0,632
"27854",36006,39,2826,2.1,0,1,788
"44708",58568,58,530,1.7,1,1,661
"14205",17588,56,2053,1.9,0,1,770
"10621",13895,53,1548,2.7,1,1,752
"15691",19149,34,0,0,1,1,496
"44093",57921,61,516,2.2,1,1,782
"21867",28631,40,772,2.1,0,0,743
"54100",69349,54,516,1,0,1,775
"8077",11234,57,11,1.5,1,1,761
"32963",43595,64,9,1.8,1,1,803
"15886",19349,50,261,2.5,1,0,749
"9032",12243,40,778,1.2,0,0,698
"6153",7337,47,518,1.9,0,0,782
"44470",58318,31,4362,1.2,1,0,784
"25961",33066,54,260,0.6,1,1,726
